ZONEID,TIMESTAMP,TARGETVAR,U10,V10,U100,V100
4,20120101 1:00,0.378229364,0.534894004,-3.66024328,0.765354708,-4.486657499
4,20120101 2:00,0.063011972,0.330813099,-2.676429756,0.469874991,-3.213752456
4,20120101 3:00,0.036704474,-0.065838724,-2.02907194,-0.020893045,-2.418119009
4,20120101 4:00,0.034341525,-0.419549446,-1.799089557,-0.444866814,-2.149653736
4,20120101 5:00,0.033553875,-0.754224422,-1.661526021,-0.838273717,-1.991828697
4,20120101 6:00,0.009451796,-1.256679578,-1.607863466,-1.438856053,-1.944643891
4,20120101 7:00,0.005198488,-1.811815054,-1.707522498,-2.133403204,-2.091079495
4,20120101 8:00,0.008664146,-2.404136638,-2.236056084,-2.990407593,-2.852002279
4,20120101 9:00,0.008034026,-2.722432019,-2.574641257,-4.308745256,-4.265919386
4,20120101 10:00,0.014807813,-2.547126079,-2.653431518,-4.818193044,-5.626143437
4,20120101 11:00,0.09152489,-2.251407978,-2.900449632,-4.253272053,-6.409845093
4,20120101 12:00,0.086011342,-2.017224034,-3.332305439,-3.602877044,-7.274899863
4,20120101 13:00,0.092785129,-1.894155722,-4.109134818,-3.218526991,-8.317846773
4,20120101 14:00,0.628859483,-1.818012738,-4.619354992,-3.041918425,-8.935588079
4,20120101 15:00,0.923282924,-1.62809797,-4.733068503,-2.715305788,-9.124869655
4,20120101 16:00,0.918714556,-1.619244135,-4.549508491,-2.712475522,-8.963248137
4,20120101 17:00,0.913043478,-1.674580606,-4.284602858,-2.801345858,-8.696409926
4,20120101 18:00,0.801984877,-1.807388136,-3.970293603,-2.908895947,-8.283678466
4,20120101 19:00,0.845935728,-1.953919111,-3.773530898,-3.163053787,-7.937656558
4,20120101 20:00,0.926118463,-1.667054846,-4.025233838,-2.587943841,-8.301576151
4,20120101 21:00,0.922495274,-1.171240067,-4.628298752,-1.442818425,-8.252764283
4,20120101 22:00,0.880592313,-0.502775498,-5.161943057,-0.42222469,-7.805322161
4,20120101 23:00,0.892722117,0.366671132,-5.891072387,0.650445929,-7.934944787
4,20120102 0:00,0.982514178,1.580089266,-6.145756581,2.225771699,-8.027687336
4,20120102 1:00,0.879489603,1.268350492,-6.079385756,1.760671572,-7.851117568
4,20120102 2:00,0.506143667,1.41752618,-5.135039085,1.897952561,-6.509527689
4,20120102 3:00,0.064902331,1.181196217,-4.463043178,1.576766851,-5.570521844
4,20120102 4:00,0.02173913,1.055531915,-3.942024325,1.408403374,-4.891696638
4,20120102 5:00,0.027410208,1.187276748,-3.508969694,1.559671483,-4.372941413
4,20120102 6:00,0.031821046,1.237542469,-2.609873848,1.621836459,-3.263158565
4,20120102 7:00,0.070573409,2.94130719,-0.106276762,3.645306433,-0.158657485
4,20120102 8:00,0.15973535,4.104310042,6.748588976,5.504557262,9.74105522
4,20120102 9:00,0.399653434,3.228713611,6.667814137,4.537891883,9.897913095
4,20120102 10:00,0.456679269,3.183717684,6.139605901,4.652897089,9.599722527
4,20120102 11:00,0.453056081,2.427299656,5.723467466,3.549986803,9.131825658
4,20120102 12:00,0.502047889,1.835055959,5.153814548,2.639787944,8.376980594
4,20120102 13:00,0.511814745,1.04134401,4.615456593,1.381465218,7.891417139
4,20120102 14:00,0.307971014,-0.708632746,3.640237864,-1.378141683,6.635483437
4,20120102 15:00,0.162728418,-2.135936001,3.04859389,-3.63524836,5.551397442
4,20120102 16:00,0.233459357,-2.761014564,2.582552676,-4.675993669,4.763895961
4,20120102 17:00,0.193289225,-2.444421596,1.985410938,-4.631442103,4.169120879
4,20120102 18:00,0.254883428,-2.1489078,1.943543352,-4.403503857,4.239251874
4,20120102 19:00,0.143509767,-2.035404559,1.65850544,-4.133604252,3.881637334
4,20120102 20:00,0.38531821,-2.2279547,2.054767344,-3.848163403,3.938384551
4,20120102 21:00,0.190296156,-2.658861647,2.471751588,-4.110292386,4.259059865
