ZONEID,TIMESTAMP,TARGETVAR,U10,V10,U100,V100
8,20120101 1:00,0,-0.307548429,0.371262701,-0.625437752,0.298532615
8,20120101 2:00,0.014953952,0.140012947,0.751585418,0.024957256,0.797498375
8,20120101 3:00,0.07178487,0.676112677,1.472196882,0.674786212,1.626757775
8,20120101 4:00,0.066796456,0.90719778,2.258821808,0.936868796,2.625774004
8,20120101 5:00,0.034797407,0.7394176,2.907883198,0.720636513,3.501675856
8,20120101 6:00,0.023235034,0.014288485,3.455156089,-0.234295062,4.277784555
8,20120101 7:00,0.023352906,-1.068978269,3.459840915,-1.687353363,4.39927187
8,20120101 8:00,0.000813708,-1.771530103,3.023300282,-2.806440336,4.083079437
8,20120101 9:00,0.141866452,-2.153573098,2.27713522,-4.065908478,3.654619708
8,20120101 10:00,0.23007663,-2.432911603,1.487529041,-5.457833044,2.863867449
8,20120101 11:00,0.210852898,-2.876046062,0.897240927,-6.491445999,1.775905149
8,20120101 12:00,0.183720555,-3.178404539,0.369133235,-7.087499911,0.686858142
8,20120101 13:00,0.305268248,-3.467924954,-0.16962179,-7.505247097,-0.422798322
8,20120101 14:00,0.407470522,-3.575056362,-0.718172361,-7.66487407,-1.581809006
8,20120101 15:00,0.465993415,-3.296160549,-1.159823714,-7.269769008,-2.648619497
8,20120101 16:00,0.511984473,-3.023019728,-1.669192101,-6.713338814,-3.979556427
8,20120101 17:00,0.464655036,-2.7879504,-2.132138118,-6.035773256,-5.176531898
8,20120101 18:00,0.395303573,-2.471868478,-2.452835773,-4.974423699,-6.047552563
8,20120101 19:00,0.27545932,-1.95126296,-3.261181257,-3.321548655,-7.669733639
8,20120101 20:00,0.535223234,-0.94413919,-4.228810836,-0.764120761,-9.11348022
8,20120101 21:00,0.666382782,-0.457620938,-4.892352598,-0.046365434,-9.359166621
8,20120101 22:00,0.647159028,-0.474885917,-5.345503069,-0.073535983,-9.592378879
8,20120101 23:00,0.576104148,0.120091818,-6.067818107,0.481196053,-9.06846483
8,20120102 0:00,0.515756195,1.15289171,-6.339112139,1.825006106,-9.108599033
8,20120102 1:00,0.650565777,3.799472766,-6.337357753,5.329977288,-9.149879358
8,20120102 2:00,0.371091384,5.583500494,-6.728121893,7.872524813,-9.796583497
8,20120102 3:00,0.276797656,7.503326742,-5.844673529,10.34824499,-8.912718816
8,20120102 4:00,0.485338877,8.045710086,-3.750871304,11.30247737,-5.662602235
8,20120102 5:00,0.605548147,6.581518277,-2.545592302,9.040190282,-3.94626658
8,20120102 6:00,0.437279471,5.347170531,-1.021865899,7.306305489,-1.674236474
8,20120102 7:00,0.542158439,5.178537145,0.268839896,7.385565833,0.133644221
8,20120102 8:00,0.335685609,5.254341095,1.080394424,7.64562265,1.520203593
8,20120102 9:00,0.21900473,3.97864574,1.285926212,6.303895248,2.049665839
8,20120102 10:00,0.189804084,3.454909356,1.527827822,6.15987972,2.790056423
8,20120102 11:00,0.102202209,2.670520887,1.466083705,5.24968086,3.042742146
8,20120102 12:00,0.049762736,1.372124883,1.128182679,3.226210886,2.820571436
8,20120102 13:00,0.01338362,0.696780599,1.131565919,1.425498742,2.278796114
8,20120102 14:00,0.083465115,0.082646992,1.193310036,0.585753522,2.145493688
8,20120102 15:00,0.037595809,-0.579725493,1.02499388,-0.17732156,1.963474311
8,20120102 16:00,0,-1.181698039,0.329738203,-1.197345211,1.316770171
8,20120102 17:00,0,-1.242503347,0.348346019,-1.82521147,1.043205755
8,20120102 18:00,0,-1.139134324,-0.055951078,-2.28730446,0.495006219
8,20120102 19:00,0,-1.088463234,0.347077305,-2.376925634,0.185037927
8,20120102 20:00,0.00106083,-1.379517974,-0.16632926,-3.392804953,-0.20469768
8,20120102 21:00,0.023820582,-0.158952764,-0.875117895,-1.120675074,-1.302167453
8,20120102 22:00,0.090278612,-0.59026508,-0.991416746,-0.863726505,-1.687620252
8,20120102 23:00,0.049641093,0.211959613,-1.356806591,0.189451799,-1.833771104
8,20120103 0:00,0.018246598,1.707364813,-1.810160658,2.066316038,-2.564525368
8,20120103 1:00,0.189804127,4.259742412,-0.951819571,5.506362567,-1.546391744
8,20120103 2:00,0.274120941,5.233327266,-0.290442964,6.822699499,-0.774023398
8,20120103 3:00,0.201606016,5.452306344,-0.023525565,7.177296872,-0.367341126
8,20120103 4:00,0.100742208,5.12248122,-0.451294663,6.724879534,-0.950580352
8,20120103 5:00,0.132132889,5.121706073,-0.595053131,6.730522993,-1.158294415
8,20120103 6:00,0.196617602,4.736070352,-0.737496734,6.231547115,-1.347423536
8,20120103 7:00,0.222289792,4.39888133,-0.876434033,5.822866588,-1.52671357
